"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.997973900E-2,-2.313232422E-1,4.974365234E-3,1.593322754E-1
1.099797390E-1,-6.822204590E-2,-1.239166260E-1,5.303955078E-2
1.599797390E-1,-1.696319580E-1,3.953094482E-1,-1.161651611E-1
2.099797390E-1,6.860351562E-2,3.305053711E-2,-3.002929688E-2
2.599797390E-1,5.149841309E-2,4.521179199E-1,2.799987793E-2
3.099797390E-1,4.470825195E-3,8.865356445E-2,1.823425293E-2
3.599797390E-1,-3.096008301E-2,-4.452362061E-1,1.538391113E-1
4.099797390E-1,1.046447754E-1,-5.350341797E-1,-1.231384277E-2
4.599797390E-1,1.057434082E-2,-2.076110840E-1,-1.536560059E-2
5.099797390E-1,-8.361816406E-3,-2.057800293E-1,7.319641113E-2
5.599797390E-1,-1.720733643E-1,3.366699219E-1,9.886169434E-2
6.099797390E-1,-1.814270020E-2,3.806457520E-1,5.609130859E-2
6.599797390E-1,-1.952819824E-1,1.277313232E-1,-1.167602539E-1
7.099797390E-1,-1.800079346E-1,4.118041992E-1,9.335327148E-2
7.599797390E-1,-7.554626465E-2,-4.831237793E-1,-2.206268311E-1
8.099797390E-1,-2.759094238E-1,-4.617462158E-1,1.342926025E-1
8.599797390E-1,6.912231445E-3,-2.131195068E-1,2.155303955E-1
9.099797390E-1,5.821228027E-2,-2.679443359E-2,2.925109863E-1
9.599797390E-1,6.372070312E-2,1.582794189E-1,3.755798340E-1
1.009979739E0,-9.143066406E-2,3.855895996E-2,8.236694336E-2
1.059979739E0,4.094696045E-1,-2.424316406E-1,1.617736816E-1
1.109979739E0,3.178405762E-1,1.594543457E-2,1.373291016E-1
1.159979739E0,3.990783691E-1,-1.422424316E-1,8.236694336E-2
1.209979739E0,3.465576172E-1,-2.283782959E-1,2.432250977E-2
1.259979739E0,2.584838867E-2,-7.858276367E-3,-1.902770996E-2
1.309979739E0,-8.410644531E-2,1.521759033E-1,-2.817077637E-1
1.359979739E0,-3.950347900E-1,3.323822021E-1,-3.458404541E-1
1.409979739E0,8.937072754E-2,2.346496582E-1,-3.552246094E-2
1.459979739E0,-1.977233887E-1,1.466827393E-1,-2.371063232E-1
1.509979739E0,2.292633057E-1,-2.705383301E-1,-1.693115234E-1
1.559979739E0,4.539489746E-2,2.084350586E-2,-2.456665039E-1
1.609979739E0,3.134155273E-2,4.026336670E-1,-9.843444824E-2
1.659979739E0,1.199188232E-1,2.260894775E-1,-4.774475098E-2
1.709979739E0,1.412963867E-1,-6.027221680E-3,4.180908203E-3
1.759979739E0,1.423645020E-2,2.523651123E-1,1.538391113E-1
1.809979739E0,1.938323975E-1,-4.512023926E-2,8.480834961E-2
1.859979739E0,-1.958923340E-1,4.563903809E-1,7.685852051E-2
1.909979739E0,-3.027954102E-1,-4.593048096E-1,-1.283874512E-1
1.959979739E0,1.761169434E-1,3.085632324E-1,3.004455566E-1
2.009979739E0,-9.209899902E-1,1.234741211E-1,2.861022949E-2
2.059979739E0,-6.150817871E-2,-1.288146973E-1,1.654357910E-1
2.109979739E0,-4.854431152E-1,1.869964600E-1,1.335144043E-2
2.159979739E0,1.131896973E-1,-1.947021484E-2,1.074066162E-1
2.209979739E0,1.522979736E-1,2.083740234E-1,1.394653320E-2
2.259979739E0,1.425170898E-1,4.918212891E-1,2.310180664E-2
2.309979739E0,2.793579102E-1,-1.519775391E-2,-4.379272461E-3
2.359979739E0,1.785583496E-1,-1.288146973E-1,-1.760253906E-1
2.409979739E0,-1.354217529E-1,1.118621826E-1,-1.564788818E-1
2.459979739E0,1.162567139E-1,-4.573059082E-2,-1.906890869E-1
2.509979739E0,-4.762878418E-1,6.420898438E-2,-2.884216309E-1
2.559979739E0,3.378295898E-2,2.254791260E-1,-1.289825439E-1
2.609979739E0,1.425170898E-1,-3.169708252E-1,-8.317565918E-2
2.659979739E0,7.775878906E-2,-1.935577393E-1,-4.652404785E-2
2.709979739E0,1.602325439E-1,1.833343506E-1,-3.613281250E-2
2.759979739E0,7.472229004E-2,4.956054688E-2,-9.843444824E-2
2.809979739E0,1.290740967E-1,-2.503662109E-1,6.159973145E-2
2.859979739E0,-1.692199707E-2,1.185760498E-1,-9.843444824E-2
2.909979739E0,3.386077881E-1,4.161071777E-2,1.519927979E-1
2.959979739E0,7.522583008E-3,2.303771973E-1,7.441711426E-2
3.009979739E0,-3.144073486E-1,-2.589263916E-1,-1.357116699E-1
3.059979739E0,2.217102051E-2,3.372650146E-1,-3.735351562E-2
3.109979739E0,-5.715789795E-1,6.481933594E-2,1.025238037E-1
3.159979739E0,-4.272460938E-4,-3.597259521E-1,1.440582275E-1
3.209979739E0,-3.498382568E-1,-4.206848145E-2,2.338562012E-1
3.259979739E0,1.974945068E-1,-1.801300049E-1,2.662353516E-1
3.309979739E0,2.584838867E-2,1.907348633E-3,1.587219238E-1
3.359979739E0,2.176513672E-1,1.088104248E-1,2.668457031E-1
3.409979739E0,2.549285889E-1,7.948303223E-2,1.074066162E-1
3.459979739E0,2.653045654E-1,1.405792236E-1,-8.439636230E-2
3.509979739E0,8.570861816E-2,2.248687744E-1,-1.454925537E-1
3.559979739E0,-4.274139404E-1,1.033020020E-1,-5.492706299E-1
3.609979739E0,-1.977233887E-1,6.873016357E-1,-9.355163574E-2
3.659979739E0,3.257904053E-1,-1.153564453E-2,-8.988952637E-2
3.709979739E0,-4.196166992E-2,-2.662506104E-1,-2.780456543E-1
3.759979739E0,1.034240723E-1,-2.033386230E-1,-1.283874512E-1
3.809979739E0,-2.178955078E-2,1.350402832E-2,-7.156372070E-2
3.859979739E0,2.872924805E-1,-5.062866211E-2,4.205322266E-2
3.909979739E0,1.309204102E-1,-1.641845703E-2,-6.668090820E-2
3.959979739E0,4.681243896E-1,-1.850128174E-1,1.214599609E-1
4.009979739E0,1.131896973E-1,1.149139404E-1,7.380676270E-2
4.059979739E0,-6.394958496E-2,2.236480713E-1,2.796630859E-1
4.109979739E0,-1.342010498E-1,-3.084106445E-1,-1.283874512E-1
4.159979739E0,-1.842956543E-1,4.386749268E-1,9.947204590E-2
4.209979739E0,-5.953979492E-1,-8.667449951E-1,-7.585144043E-2
4.259979739E0,-1.653442383E-1,-6.588745117E-2,1.752166748E-1
4.309979739E0,-1.342010498E-1,3.305053711E-2,1.581115723E-1
4.359979739E0,2.371978760E-1,-3.194122314E-1,1.416168213E-1
4.409979739E0,-4.255676270E-2,-7.139587402E-2,2.432250977E-2
4.459979739E0,1.296997070E-1,9.719848633E-2,1.410064697E-1
4.509979739E0,6.494140625E-2,-1.025543213E-1,-5.690002441E-2
4.559979739E0,4.051208496E-2,2.541961670E-1,7.380676270E-2
4.609979739E0,-7.084197998E-1,-3.774414062E-1,-2.505493164E-1
4.659979739E0,3.190612793E-1,3.836975098E-1,4.476623535E-1
4.709979739E0,-1.280822754E-1,-1.318664551E-1,6.526184082E-2
4.759979739E0,-1.806182861E-1,-2.393798828E-1,-2.194061279E-1
4.809979739E0,-8.410644531E-2,2.401428223E-1,-3.247070312E-2
4.859979739E0,6.250000000E-2,-3.658294678E-1,9.152221680E-2
4.909979739E0,1.999359131E-1,-7.858276367E-3,2.338562012E-1
4.959979739E0,-8.776855469E-2,1.088104248E-1,1.104583740E-1
5.009979739E0,3.605957031E-1,-9.704589844E-2,4.012298584E-1
5.059979739E0,7.472229004E-2,5.235900879E-1,2.027130127E-1
5.109979739E0,-3.504333496E-1,-7.708435059E-1,-1.631927490E-1
5.159979739E0,-5.050659180E-2,8.504028320E-1,3.175506592E-1
5.209979739E0,-5.147705078E-1,-2.461090088E-1,9.886169434E-2
5.259979739E0,-1.448059082E-2,-1.373596191E-1,2.906646729E-1
5.309979739E0,-5.050659180E-2,3.123474121E-2,1.837615967E-1
5.359979739E0,2.280426025E-1,-2.057800293E-1,2.008666992E-1
5.409979739E0,2.256011963E-1,1.595001221E-1,4.815673828E-2
5.459979739E0,3.551025391E-1,8.865356445E-2,3.105163574E-2
5.509979739E0,1.119689941E-1,-1.630249023E-1,-2.627716064E-1
5.559979739E0,3.367767334E-1,6.720275879E-1,-5.323791504E-2
5.609979739E0,-6.467132568E-1,-5.985717773E-1,-7.245941162E-1
5.659979739E0,6.555175781E-2,3.891906738E-1,-1.515960693E-1
5.709979739E0,-2.716369629E-1,-3.175659180E-1,-2.529907227E-1
5.759979739E0,-1.867370605E-1,2.694702148E-1,-2.542114258E-1
5.809979739E0,-1.244201660E-1,8.131408691E-2,-2.132873535E-1
5.859979739E0,2.445373535E-1,-3.786621094E-1,-8.378601074E-2
5.909979739E0,4.522399902E-1,-2.173919678E-1,1.202392578E-1
5.959979739E0,-2.789306641E-2,9.048461914E-2,5.731201172E-2
6.009979739E0,2.756958008E-1,6.665039062E-2,2.540130615E-1
6.059979739E0,-3.272247314E-1,2.896270752E-1,1.507720947E-1
6.109979739E0,-3.076782227E-1,2.969512939E-1,-1.332702637E-1
6.159979739E0,-2.875213623E-1,-7.872009277E-2,3.053283691E-1
6.209979739E0,-4.457397461E-1,1.717224121E-1,8.358764648E-2
6.259979739E0,1.089324951E-1,-3.615570068E-1,3.774108887E-1
6.309979739E0,9.120178223E-2,-1.037750244E-1,1.666564941E-1
6.359979739E0,3.233337402E-1,-7.444763184E-2,2.063751221E-1
6.409979739E0,3.935852051E-1,-4.817199707E-2,-5.752563477E-2
6.459979739E0,3.233337402E-1,-2.290039062E-1,-1.815185547E-1
6.509979739E0,-5.233764648E-2,1.613464355E-1,-3.800659180E-1
6.559979739E0,3.508300781E-1,3.305053711E-2,-6.301879883E-2
6.609979739E0,-5.025482178E-1,4.270629883E-1,-6.836547852E-1
6.659979739E0,3.744506836E-2,7.826232910E-2,-1.265411377E-1
6.709979739E0,-4.109191895E-1,-3.572845459E-1,-4.991760254E-1
6.759979739E0,2.775268555E-1,1.130828857E-1,1.348876953E-1
6.809979739E0,6.555175781E-2,1.711120605E-1,1.823425293E-2
6.859979739E0,4.265747070E-1,-3.548278809E-1,2.161407471E-1
6.909979739E0,1.911926270E-2,7.826232910E-2,6.587219238E-2
6.959979739E0,1.767272949E-1,-5.490112305E-2,2.692871094E-1
7.009979739E0,1.620635986E-1,3.745422363E-1,2.802886963E-1
7.059979739E0,8.204650879E-2,7.068481445E-1,3.566436768E-1
7.109979739E0,-4.530792236E-1,-4.452362061E-1,-1.841735840E-2
7.159979739E0,-3.052368164E-1,2.163238525E-1,1.159667969E-1
7.209979739E0,-7.273406982E-1,1.509552002E-1,-4.896545410E-2
7.259979739E0,-1.647949219E-3,-2.913055420E-1,2.033081055E-1
7.309979739E0,-4.623413086E-2,-9.689331055E-3,6.953430176E-2
7.359979739E0,2.885131836E-1,-1.789093018E-1,1.128997803E-1
7.409979739E0,1.748962402E-1,-2.772521973E-1,-3.753662109E-3
7.459979739E0,3.306732178E-1,-1.226959229E-1,-8.988952637E-2
7.509979739E0,2.217102051E-2,-2.210540771E-1,-2.731628418E-1
7.559979739E0,5.577087402E-2,2.193756104E-1,-2.462768555E-1
7.609979739E0,-7.646179199E-1,1.686706543E-1,-5.175018311E-1
7.659979739E0,2.262115479E-1,1.613464355E-1,2.552337646E-1
7.709979739E0,-4.231262207E-1,4.974365234E-3,2.128601074E-2
7.759979739E0,1.403808594E-3,-1.587524414E-1,-6.546020508E-2
7.809979739E0,-3.462219238E-2,1.167449951E-1,-9.661865234E-2
7.859979739E0,1.816101074E-1,-5.643615723E-1,-9.295654297E-2
7.909979739E0,6.616210938E-2,-1.660766602E-1,-1.540374756E-1
7.959979739E0,3.184509277E-1,5.444335938E-2,-8.744812012E-2
8.009979739E0,1.241912842E-1,2.877807617E-2,-1.002807617E-1
8.059979739E0,-1.158752441E-1,6.964721680E-1,1.648406982E-1
8.109979739E0,-2.606506348E-1,1.533966064E-1,-3.125000000E-2
8.159979739E0,-3.589935303E-1,1.967773438E-1,3.444213867E-1
8.209979739E0,-4.683380127E-1,-9.119567871E-1,1.159667969E-1
8.259979739E0,1.694030762E-1,2.755737305E-2,3.230438232E-1
8.309979739E0,6.738281250E-2,-1.702880859E-2,2.479095459E-1
8.359979739E0,2.304840088E-1,-1.844024658E-1,2.961730957E-1
8.409979739E0,2.738494873E-1,-2.801513672E-2,1.165618896E-1
8.459979739E0,1.694030762E-1,3.305053711E-2,5.401611328E-3
8.509979739E0,1.028137207E-1,-3.169708252E-1,-3.831024170E-1
8.559979739E0,-2.435455322E-1,1.259155273E-1,-3.928833008E-1
8.609979739E0,-4.280242920E-1,2.731323242E-1,-4.747467041E-1
8.659979739E0,-3.479919434E-1,1.686706543E-1,1.049652100E-1
8.709979739E0,-4.042053223E-1,-2.063903809E-1,-4.845123291E-1
8.759979739E0,1.895599365E-1,-2.975463867E-3,-1.312255859E-3
8.809979739E0,-2.667236328E-2,5.749511719E-2,-1.522064209E-1
8.859979739E0,1.950531006E-1,-4.397430420E-1,2.185821533E-1
8.909979739E0,1.742858887E-1,-7.566833496E-2,-8.744812012E-2
8.959979739E0,3.037872314E-1,-1.654663086E-1,5.487060547E-2
9.009979739E0,4.235229492E-1,4.148559570E-1,-4.103088379E-2
9.059979739E0,1.498565674E-1,2.108154297E-1,-5.934143066E-2
9.109979739E0,-8.776855469E-2,-1.642456055E-1,-3.979492188E-2
9.159979739E0,-3.406677246E-1,2.212066650E-1,3.425903320E-1
9.209979739E0,-3.321075439E-1,2.566375732E-1,1.519927979E-1
9.259979739E0,1.077117920E-1,-3.701019287E-1,3.511505127E-1
9.309979739E0,1.675720215E-1,-1.819610596E-1,6.404113770E-2
9.359979739E0,2.414855957E-1,-4.145812988E-2,1.055755615E-1
9.409979739E0,3.544921875E-1,-1.630249023E-1,-2.090148926E-1
9.459979739E0,1.865081787E-1,-1.324768066E-1,-3.519592285E-1
9.509979739E0,1.993255615E-1,-1.654663086E-1,-3.214111328E-1
9.559979739E0,-1.543426514E-1,-1.367645264E-1,-4.387054443E-1
9.609979739E0,-1.848907471E-1,2.010498047E-1,-5.736999512E-1
9.659979739E0,4.783630371E-2,9.414672852E-2,-1.644134521E-1
9.709979739E0,-5.502014160E-1,-3.163452148E-1,-5.449829102E-1
9.759979739E0,-1.610717773E-1,1.576843262E-1,-1.027221680E-1
9.809979739E0,1.272583008E-1,3.030548096E-1,6.587219238E-2
9.859979739E0,2.158203125E-1,8.636474609E-3,4.329986572E-1
9.909979739E0,7.226562500E-2,2.034912109E-1,2.705078125E-1
9.959979739E0,-1.263427734E-2,-3.377380371E-1,3.413696289E-1
1.000997974E1,7.531738281E-2,1.008621216E0,3.364868164E-1
1.005997974E1,-5.251464844E-1,-5.955200195E-1,-5.874633789E-2
1.010997974E1,5.691528320E-3,3.922576904E-1,2.564544678E-1
1.015997974E1,-4.982757568E-1,2.572631836E-2,1.245117188E-1
1.020997974E1,-2.129974365E-1,-9.399414062E-2,3.083953857E-1
1.025997974E1,9.852600098E-2,-3.096313477E-1,3.645935059E-1
1.030997974E1,2.726287842E-1,-1.318664551E-1,1.287841797E-1
1.035997974E1,2.897338867E-1,-2.961883545E-1,9.579467773E-2
1.040997974E1,2.799682617E-1,-2.618408203E-2,-1.656341553E-1
1.045997974E1,1.113739014E-1,-2.008972168E-1,-1.693115234E-1
1.050997974E1,2.213134766E-1,3.348236084E-1,-1.802978516E-1
1.055997974E1,-4.542999268E-1,6.910705566E-2,-4.631347656E-1
1.060997974E1,3.805541992E-2,3.653717041E-1,-8.073425293E-2
1.065997974E1,-3.571624756E-1,3.182983398E-2,-1.082153320E-1
1.070997974E1,-1.299133301E-1,-1.754760742E-3,-1.674804688E-1
1.075997974E1,-2.301025391E-2,3.995819092E-1,-3.491210938E-2
1.080997974E1,1.974945068E-1,-2.192230225E-1,3.593444824E-2
1.085997974E1,1.351928711E-1,-3.132934570E-1,8.724975586E-2
1.090997974E1,-4.684448242E-2,-6.120147705E-1,-3.330230713E-1
1.095997974E1,1.290740967E-1,5.926055908E-1,-3.125000000E-2
1.100997974E1,1.351928711E-1,5.852813721E-1,-1.170349121E-2
1.105997974E1,-2.050628662E-1,-1.642456055E-1,-3.544006348E-1
1.110997974E1,-1.024322510E-1,4.398956299E-1,2.167510986E-1
1.115997974E1,-1.448059082E-2,-3.725585938E-1,1.672821045E-1
1.120997974E1,-1.476440430E-1,7.093811035E-2,2.173614502E-1
1.125997974E1,1.179504395E-2,-3.646087646E-1,7.441711426E-2
1.130997974E1,3.196716309E-1,-3.102416992E-1,2.515716553E-1
1.135997974E1,1.400756836E-1,-2.259368896E-1,2.393493652E-1
1.140997974E1,2.909545898E-1,-2.344970703E-1,1.330718994E-1
1.145997974E1,-2.044372559E-1,-1.153564453E-2,-9.173583984E-2
1.150997974E1,4.966735840E-2,1.485137939E-1,5.609130859E-2
1.155997974E1,-8.122558594E-1,2.841339111E-1,-6.115722656E-1
1.160997974E1,1.706237793E-1,2.853546143E-1,6.892395020E-2
1.165997974E1,-4.090881348E-1,2.883911133E-1,-1.534271240E-1
1.170997974E1,-2.851867676E-2,-1.702880859E-2,-2.542114258E-1
1.175997974E1,1.101531982E-1,1.240692139E-1,-9.843444824E-2
1.180997974E1,3.459472656E-1,-3.951416016E-1,1.379547119E-1
1.185997974E1,3.141784668E-1,-1.923370361E-1,7.992553711E-2
1.190997974E1,6.799316406E-2,-2.424316406E-1,1.394653320E-2
1.195997974E1,1.858978271E-1,7.154846191E-2,8.969116211E-2
1.200997974E1,2.817993164E-1,9.328765869E-1,2.698974609E-1
1.205997974E1,-2.478179932E-1,-5.051116943E-1,6.709289551E-2
1.210997974E1,-6.578063965E-2,2.829132080E-1,1.917114258E-1
1.215997974E1,-3.351745605E-1,1.601257324E-1,1.978149414E-1
1.220997974E1,-3.199005127E-1,1.228332520E-2,1.355133057E-1
1.225997974E1,-8.959960938E-2,-2.595367432E-1,6.037902832E-2
1.230997974E1,3.276062012E-1,-3.218536377E-1,2.619628906E-1
1.235997974E1,4.295349121E-2,-2.509918213E-1,4.205322266E-2
1.240997974E1,2.420959473E-1,-2.210540771E-1,5.242919922E-2
1.245997974E1,-8.593750000E-2,5.932617188E-2,-1.497497559E-1
1.250997974E1,2.292633057E-1,2.028808594E-1,3.044128418E-2
1.255997974E1,-7.737731934E-2,2.938995361E-1,-2.523803711E-1
1.260997974E1,3.398284912E-1,2.651824951E-1,1.196289062E-1
1.265997974E1,-3.327331543E-1,-2.711486816E-1,-7.585144043E-2
1.270997974E1,-3.797607422E-1,1.204071045E-1,3.961181641E-2
1.275997974E1,-3.767395020E-2,1.222534180E-1,2.338562012E-1
1.280997974E1,5.393981934E-2,-2.186126709E-1,2.986145020E-1
1.285997974E1,7.226562500E-2,-4.098052979E-1,4.806518555E-1
1.290997974E1,-6.028747559E-2,4.832458496E-2,2.265319824E-1
1.295997974E1,4.033660889E-1,1.515655518E-1,5.655517578E-1
1.300997974E1,4.461212158E-1,1.012893677E0,6.235961914E-1
1.305997974E1,3.378295898E-2,2.438049316E-1,8.471679688E-1
1.310997974E1,1.423645020E-2,-3.023071289E-1,4.598693848E-1
1.315997974E1,-2.728576660E-1,1.155242920E-1,6.517028809E-1
1.320997974E1,-4.188690186E-1,2.151031494E-1,5.337982178E-1
1.325997974E1,-1.763458252E-1,-3.230743408E-1,4.757537842E-1
1.330997974E1,-1.201477051E-1,-1.477508545E-1,5.912170410E-1
1.335997974E1,5.944824219E-2,-4.342498779E-1,6.962890625E-1
1.340997974E1,9.242248535E-2,-3.823242188E-1,5.631103516E-1
1.345997974E1,1.486206055E-1,-1.300354004E-1,4.574279785E-1
1.350997974E1,1.657257080E-1,7.704162598E-2,5.197448730E-1
1.355997974E1,-1.054840088E-1,9.170532227E-2,4.617156982E-1
1.360997974E1,1.535186768E-1,3.836975098E-1,7.121734619E-1
1.365997974E1,-1.080322266E-2,4.161071777E-2,1.109237671E0
1.370997974E1,-4.885101318E-1,3.128051758E-3,7.225494385E-1
1.375997974E1,-1.574096680E-1,-6.222534180E-2,9.278106689E-1
1.380997974E1,-7.249450684E-2,2.725219727E-1,8.936004639E-1
1.385997974E1,4.173278809E-2,-2.693176270E-1,1.062194824E0
1.390997974E1,-1.995849609E-2,-8.970642090E-2,9.168090820E-1
1.395997974E1,1.596221924E-1,-2.949676514E-1,1.030426025E0
1.400997974E1,2.097167969E-1,-8.544921875E-2,8.129577637E-1
1.405997974E1,4.778900146E-1,2.609100342E-1,9.687347412E-1
1.410997974E1,4.620056152E-1,2.047119141E-1,6.407012939E-1
1.415997974E1,1.015930176E-1,4.869384766E-1,9.864501953E-1
1.420997974E1,-4.225311279E-1,-3.157348633E-1,4.433898926E-1
1.425997974E1,-7.310485840E-2,6.720275879E-1,9.070434570E-1
1.430997974E1,-2.343750000E-1,-1.397705078E-2,7.164459229E-1
1.435997974E1,1.911926270E-2,-2.784729004E-1,9.546813965E-1
1.440997974E1,-1.464080811E-1,2.389526367E-2,6.046600342E-1
1.445997974E1,1.596221924E-1,2.511596680E-2,7.567596436E-1
1.450997974E1,8.204650879E-2,8.636474609E-3,4.653778076E-1
1.455997974E1,-3.803710938E-1,9.353637695E-2,1.281738281E-1
1.460997974E1,-6.821441650E-1,2.492980957E-1,-1.137237549E-1
1.465997974E1,6.037292480E-1,1.240692139E-1,7.457580566E-1
1.470997974E1,-1.659698486E-1,-1.318664551E-1,2.063751221E-1
1.475997974E1,1.498565674E-1,-1.795196533E-1,1.465148926E-1
1.480997974E1,-1.696319580E-1,2.389221191E-1,1.272583008E-2
1.485997974E1,1.119689941E-1,-1.135406494E-1,3.798522949E-1
1.490997974E1,-1.274719238E-1,-4.878234863E-2,1.770477295E-1
1.495997974E1,4.174041748E-1,-1.691284180E-1,5.472412109E-1
1.500997974E1,1.718444824E-1,-1.636352539E-1,3.578643799E-1
